property_name	address	area	city	province	state	country	latitude	longitude	property_type	hotel_brand	hotel_star_rating	hotel_facilities	number_of_hotel_facilities	room_type	room_count	room_facilities	number_of_room_facilities	point_of_interest	number_of_POIs	image_count	positive_reviews_count	critical_reviews_count	guest_recommendation	site_review_count	site_review_rating	site_stay_service_quality_review_rating	site_stay_amenities_review_rating	site_stay_food_review_rating	site_stay_value_review_rating	site_stay_location_review_rating	site_stay_cleanliness_review_rating	uniq_id
Hotel Sangam Palace	Near Sbbj Bank By Pass Bhopal Road Aklera, Aklera, Jhalawar	By Pass Bhopal Road Aklera	Jhalawar	Jhalawar	Rajasthan	India	24.4164292	76.5690519	Hotel	null	0	Doctor on Call|Front Desk|24 Hour Front Desk|Room Service (24 Hours)|Fire Safety	5	A/C Deluxe Room	16	Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Telephone|Mineral Water	6	By Pass Bhopal Road Aklera	1	9	0	0	0	0	0	0	0	0	0	0	0	bdff9b86cfc6d3ebdb23a08958e255c3
Hotel Royal Blue	SCO 4-5 Shri Ganesh Complex , Shimla Highway, Zirakpur	Zirakpur	Chandigarh	Chandigarh	Punjab	India	30.66284214	76.83695382	Hotel	null	0	Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Internet Access Free|Room Service (24 Hours)|RO Water Purification System|Parking Facility|Room Service|Public Restrooms	12	Deluxe Room	6	Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|TV|Mirror	12	Composite Hospital ITBP|Zirakpur	2	5	0	0	0	0	0	0	0	0	0	0	0	c59d4befb6157b518d3fc32350ab5a9d
Hotel Sai Seema	Sun and  Sand Road, Shirdi	Rui Shiv Road	Shirdi	Shirdi	Maharashtra	India	19.7668633	74.4772614	Hotel	null	3		0	Double Bed Non Ac	10		0	Shirdi Bus Depot|Shirdi Sai Sansthan|Dixit Wada Museum|Gurusthan|Khandoba Temple|Chavadi|Police station|Samadhi Mandir|Rui Shiv Road|Water Park	10	10	0	6	16	6	1.5	1.6	1.6	1.7	1.6	1.6	1.6	727ca6c586bd105582743c2fe9d9893b
Hotel Royale Inn Jhankar	365/1, Garh Road, Mangal Pandey Nagar	365/1, Garh Road, Mangal Pandey Naga	Meerut	Meerut	Uttar Pradesh	India	28.9657143	77.7348209	Hotel	null	0	Doctor on Call|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Taxi Services|Food Facility| Drivers Rest Room|Newspapers In Lobby|Outdoor Parking - Secured|Room Service|CCTV	16	deluxe room	21	Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|Wardrobe|Sofa Table / Extra Seats |TV|Mirror|Dressing Area|Daily Room Cleaning|Extra Toilteries on Demand|Rooms with Attached Bathrooms	19	365/1, Garh Road, Mangal Pandey Naga	1	1	0	0	0	0	0	0	0	0	0	0	0	e978a21c7c908b5f268f581f0df443b7
Hotel Sahil	Near Dargah Sahrif, Delhi Gate.	Dargah Road	Ajmer	Ajmer	Rajasthan	India	26.46223293	74.62736644	Hotel	null	2	Disabled Friendly Facilities |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Car Rental|Internet Access Free|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Guide / Sightseeing Service|Parking Facility	19	Double Bed Deluxe Non AC	28	Basic Bathroom Amenities|Cable / Satellite / Pay TV available	2		0	13	7	3	70	10	3.7	3.7	3.6	3.9	3.7	3.6	4.1	5cb52c73081afa7d0bad5e8ddaf05d41
Hotel Sai Ratna Residency	47-11-9,Vamsee Complex,Diamond Park,sai ram parlour building Dwarakanagar.	Dwaraka Nagar	Visakhapatnam	Visakhapatnam	Andhra Pradesh	India	17.72621702	83.30331322	Hotel	null	2	Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Fax Machine|Board Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility	20	Standard Room	30	Luxurious Feather Mattresses	1	Dwaraka Nagar|Visakhapatnam Railway Station	2	10	105	26	81	131	3.9	3.9	3.8	3.7	3.9	4.1	3.9	4b9e3fd13c349e966a4ae8ced644a12d
Hotel Rest Inn	Hotel Rest Inn,Bhimgoda  chowk,Near har ki pauri.	Har Ki Pauri	Haridwar	Haridwar	Uttarakhand	India	29.9456906	78.1642478	Hotel	null	0	Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Wake-up Call / Service|Separate Sitting Area|Fax Machine|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Baggage Room|Courier Service|Outdoor Parking - Secured|Parking Facility	28	Standard Non A/C Room	23		0	Udan Khatola|Haridwar Sports Stadium|Har Ki Pauri|Haridwar Railway Station|Mansa Devi Temple|Ramakrishna Mission Hospital	6	4	3	2	80	5	3.1	2.6	2.4	3.3	2.6	4.2	2	c315d42aa729f9f69f5a1040ebd112fd
Hotel Rennuka  ( Near A2B Restaurent)	Near Adayar Ananda BHavan ( A2B Restaurant), Bharathiyar Road, Coimbatore	Gandhipuram	Coimbatore	Coimbatore	Tamil Nadu	India	11.0163217	76.9729834	Hotel	null	1	Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Catering|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Smoking Rooms|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|City Shuttle Service|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Courier Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Fire Safety	49	Standard Non A/C	8		0	Brookfield Mall |Cross Cut Road Shopping |Ganthipuram town bus stand|Gandhipuram|Nehru Stadium|Gandhipuram Central Bus Stand|Coimbatore International Airport|Brookefields Mall|Central Cinema|Town Bus Stand|Coimbatore Junction Station	11	8	76	28	71	104	3.5	3.4	3.2	3.8	3.6	4.2	3.7	91a226575cce527fb030dfe2ca88e96e
Hotel Royal Plaza	Chutey-Rantak Main Bazar, Zangsti, Leh Ladakh	Changspa	Leh	Leh	Jammu and Kashmir	India	34.166208	77.5851847	Hotel	null	2	Concierge|Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Catering|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Oxygen Cylinder (on request)|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Safety|Paid Transfers|Public Restrooms|Speciality Restaurant |Stamps and Mailing Facility	33	Standard Room	10	Room Service |Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Window Opens|Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Mirror|Gas Cylinder - Chargeable|Work Station|Closet|Bedside Table|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat	30	Leh Palace|Leh Market|Skara Road|General Zorawar Fort|Kushok Bakula Rimpochee Airport|Zoravar Singh Fort|Golf Course	7	14	0	0	0	0	0	0	0	0	0	0	0	29c28192c883cdcd4bd2e09ebef969a0
HOTEL ROYAL HERITAGE	NH-31, Har-Har Mahadev Chowk, Begusarai , 851101,	Begusarai	Begusarai	Begusarai	Bihar	India	25.416675	86.1293792	Hotel	null	0	Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Beauty Salon - on charge|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Catering|Exhibit Space|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Access Via Exterior Corridors|ATM / Banking|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Floor Butler|Picnic Area|Wheelchair Accessibility - Room|Massage Services |Veranda|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Voicemail|Party hall|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Trekking|Fire Safety|Suites	89	Deluxe Room	14	Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Tea Coffee Kettle / Maker|Breakfast Available (surcharge)|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Safe (on request)|Coffee Table|HD / LCD Satellite TV |Mirror|Luggage Rack|Daily Room Cleaning|In-Room Safe|Modern Toilet Facilities|Western Toilet Seat	25	Begusarai	1	9	0	1	0	1	1.6	1.6	1.6	1.6	1.6	1.6	1.6	d8595194f43605ef70f838da31241b77
Hotel Regal Palace	Regal Chowk Regal Lane, (City Center), Srinagar	Regal Chowk	Srinagar	Srinagar	Jammu and Kashmir	India	34.071928	74.8148887	Hotel	null	3	Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Spa On Site - Chargeable|Internet Access Free	11	Deluxe Room	44	Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Heating Facility (on request) |Iron / Ironing board available|Telephone	7	Tourist Reception Centre|Modern Hospital|G.B Pant Children Hospital Srinagar|Kashmir Tibbia College Hospital &amp; Research Centre|Regal Chowk|Shri Pratap Singh Museum|Bakshi Stadium|Government Gousia Hospital|Government Bones and Joints Hospital|Hari Parbat Fort|Government Lalla Ded Hospital|Pir Haji Muhammed Ziarat|Kashmir Golf Club|Dastgir Sahib|Jawahar Lal Nehru Memorial Hospital|Gandhi Memorial College|Department of Eye and ENT|Max Super Speciality Hospital|High Court of Jammu and Kashmir|Shankaracharya Temple|Kashmir Tibbia College Hospital & Research Centre	21	9	7	0	85	7	4.3	4.4	4.5	4.3	4.6	4.4	4.3	94c3c404246bc90f4d9430b6dcf0478d
Hotel Sai Nilayam	Chowrasta ,The mall	Chowrasta	Darjeeling	Darjeeling	West Bengal	India	27.0423373	88.2680974	Hotel	null	0	Doctor on Call|Parking Facilities Available|Front Desk	3	Deluxe View Room	8	Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan	4		0	3	0	1	0	1	1.6	1.6	1.6	1.6	1.6	1.6	1.6	2ca351fc787cbf05f66e29408d4fa999
Hotel Ratan's	Vill koti p/o jabli teh kausali distt solan HP	Jabli	Kasauli	Kasauli	Himachal Pradesh	India	30.9188652	77.089546	Hotel	null	0	Parking Facilities Available|Multi Cuisine Restaurant |Internet Access Free|Room Service (24 Hours)|Room Service|Speciality Restaurant	6	Non Ac rooms	1	Balcony / Terrace|Ceiling Fan|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Breakfast Available|Window Opens|Safe - In - Room |Coffee Table|HD / LCD Satellite TV |TV|Mirror|Bedside Table|Daily Room Cleaning|Do-Not-Disturb Notice|In-Room Safe|Modern Toilet Facilities|Western Toilet Seat	18	Jabli	1	9	0	0	0	0	0	0	0	0	0	0	0	7377d1f1359b7445ea47904518f1bd60
Hotel Ratna Palace Residency	Next to Akruti SMC,LBS Marg,Khopat, Thane West. Landmark: Saraswat Bank,	Thane West	Thane	Thane	Maharashtra	India	19.20025359	72.97258983	Hotel	null	2	Banquet Facilities|Bar / Lounge |Concierge|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Open Air Restaurant / Dining |Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Guide / Sightseeing Service	20	Economy Room	19	Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom	16	Suraj Water Park|Bhiwandi|Ganeshpuri|Kashi-Mira|Yeoor Hills|Thane West	6	13	81	20	76	101	3.7	3.6	3.6	3.8	3.7	3.7	3.9	880f674c0ba613c996ad5d9beaeaabec
Hotel Riddhi Inn	Plot No. 1 Bhuwana Bypass Udaipur	Bhuwana	Udaipur	Udaipur	Rajasthan	India	24.62383845	73.71559025	Hotel	null	2	Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Beauty Salon - on charge|Bowling|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Computer Rental|Wedding Services Facility|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Conference Facility |Access Via Exterior Corridors|ATM / Banking|Disabled Friendly Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Floor Butler|Free Local Calls|Picnic Area|Cell Phone Rental|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available| Bike on Rent|Shopping Drop Facility (on fixed timings)|In House Events |Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Meditation Room|Water Dispenser Available|Taxi Services|Badminttion Court|City Shuttle Service|Rooftop Garden| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Yoga Hall / Classes|Electronic Check-Out|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Spa Services Onsite - Free|Air / Rail Booking|Baggage Room|Courier Service|Ski Storage|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Ayurvedic Facilities |Fire Safety|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Flower Shop|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites	114	Deluxe	110	Room Service |Alarm Clock|Basic Bathroom Amenities|Attached Bathroom	4	Delhi Darwaza|Fateh Sagar Lake|Bhuwana|Udaipur University	4	15	2	0	50	2	3	2	2.5	3	2.5	1.5	3	8856c0b28bfb22bd26cbebf2837f5e20
Hotel Samrat Palace1	near guga mardi mandir,sec.45B,burail	Sector 45	Chandigarh	Chandigarh	Punjab	India	30.7333148	76.7794179	Hotel	null	0	Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Nature Walk|Veranda|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Full Time Operation for All 7 Days	17	AC-Room	9	Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Refrigerator|Telephone|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Wardrobe|TV|Mirror|Attached Bathroom|Closet|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades	23		0	9	0	0	0	0	0	0	0	0	0	0	0	299645290ebb62056b2c5617b645c8d0
HOTEL RISHABH	HOTEL RISHABH,OPP DHYANCHAND STADIUM,CIVIL LINES JHANSI	Civil Lines	Jhansi	Jhansi	Uttar Pradesh	India	25.4535456	78.5570252	Hotel	null	1	Banquet Facilities|Doctor on Call|Health Club / Gym Facility Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Gardens|Wedding Services Facility|Catering|Wake-up Call / Service|Fitness Equipment|Separate Sitting Area|Conference Facility |Multi - Line Phone|Extra Person / Child - Share the same room|Self Check - In|Taxi Services|Board Room|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Parking Facility|Internet Access|Restaurant|Room Service|CCTV	39	LUXURY ROOM	29	Room Service |Air Conditioning |Basic Bathroom Amenities|Telephone|Shower Facility Available|Newspapers|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Coffee Table|Wardrobe|Sofa Table / Extra Seats |Soundproof Windows|TV|Mirror|Mini Refrigerator|Dressing Area|Luggage Rack|Attached Bathroom	26	Civil Lines|Lakshmi Bai Temple|Jhansi Fort|Rani Mahal	4	1	7	4	90	11	3.6	3.9	3.7	5	3.9	4.2	5	c5923b92f422aab2dda60576e05164e8
Hotel Sandra Palace	OPP. LOURDE CHURCH,THEKKADY	Kumily Thekkady Road	Thekkady	Thekkady	Kerala	India	9.605753971	77.16795904	Hotel	null	3	Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Wedding Services Facility|Dance Performances (on demand)|Wake-up Call / Service|Conference Facility |ATM / Banking|Multi - Line Phone|Free Local Calls|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Outdoor Parking - Secured|Parking Facility	48	Deluxe Non Ac Room	31	Room Service |Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Safe - In - Room |TV|Mirror|Attached Bathroom	10	Kumily Thekkady Road|Murikkady	2	11	26	5	77	31	4.2	4.1	4	4.6	4.1	4.3	4.7	4d1e554d67c24b080776df64665cc437
Hotel Sakhi Inn	Opp.Guru Ram Dast Sarai	Golden Temple Area	Amritsar	Amritsar	Punjab	India	31.8453852	74.7498001	Hotel	null	2	Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk	6	Deluxe A/C	8	Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Mirror	6	Golden Temple|Golden Temple Area	2	2	2	0	100	2	4	4	3.5	4	3	3.5	4	b2647716a5136c51eac1e8aa604d3597
Hotel Rubina	New Township New Digha Distt. Purba Medinipur	New Digha	Digha	Digha	West Bengal	India	21.61942676	87.49743726	Hotel	null	2	Airport Transfer Available / Surcharge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Power Backup|Gardens|Internet Access Free|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service	20	Family Room	25	Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Telephone| Hot / Cold Running Water|Safe - In - Room	8	New Digha	1	17	96	14	79	110	4	4.1	3.8	4.2	3.9	4	4.2	7d324df228c8d016ad611e8dd6c6350e
Hotel Sahil	opp. advanced cinema,lal darwaza,ahmedabad	Nehru Bridge	Ahmedabad	Ahmedabad	Gujarat	India	23.0263517	72.5819013	Hotel	null	0	Doctor on Call|Front Desk|Baggage Room|Adjoining Rooms|RO Water Purification System|Room Service|Fire Safety|Recreation Zone|Anti-Slip Ramps|CCTV|First-Aid Kit at Front Desk|Public Restrooms	12	AC Room	10	Room Service |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Dustbins	5	Sidi Saiyad Masjid|Vadilal Sarabhai Hospital|Sardar Vallabhbhai Patel International Airport|Lallubhai Gordhanbhai Municipal General Hospital|Sabarmati riverfront|Delhi Darwaja Gate|Teen Darwaja|Ahmedabad Railway Station|Kankaria Lake|CG Road|Paldi Bus Terminus|Lal Darwaja AMTS Bus Terminus|Ahmedabad Central Bus Station|Sabarmati Ashram|Idgah Bus Stop|Ellis Bridge|Asarwa Railway Station|Gandhigram Railway Station|HCG Multi Specialty Hospital|Civil Hospital|Law garden|Dada Hari Vav (Stepwell)|Ahmedabad Institute Of Medical Services Hospital|Nehru Bridge|St Xaviers College|Geeta Mandir Bus Stop|Government Dental College and Hospital|National Institute of Design|MP Shah Cancer Hospital|Bhadra Fort	30	9	0	0	0	0	0	0	0	0	0	0	0	8eec26304ea3bb593d60b22cce0a71da
Hotel Sagar International	RAM BABU CHOWK, Samastipur HO, Samastipur - 848101	Station Road	Samastipur	Samastipur	Bihar	India	25.8990151	85.8092998	Hotel	null	0	Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Power Backup|Catering|Exhibit Space|Wake-up Call / Service|Suitable For Children|Conference Facility |Smoking Rooms|ATM / Banking|Board Room|Food Facility| Drivers Rest Room|Newspapers In Lobby|Family Room|Baggage Room|Courier Service|RO Water Purification System|Parking Facility|Restaurant|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Suites	34	AC Room	16	Air Conditioning |Ceiling Fan| Hot / Cold Running Water|Toiletries|Slippers|TV|Western Toilet Seat	7	Station Road	1	2	0	0	0	0	0	0	0	0	0	0	0	28b228fea17dcbd8e59f620b77efd917
Hotel RB Palace	Near Chopra Mandir, Walking Distance from Bus Stand NH3, Dholpur, Rajasthan	Others	Dholpur	Dholpur	Rajasthan	India	26.70183699	77.89124054	Hotel	null	1		0	Deluxe Rooms	5	Room Service |Basic Bathroom Amenities|Toiletries	3	Others	1	5	4	1	100	5	3.2	4	3.8	4	3.8	3.4	5	3705cf7c79f0ee8c8a4ef58ca94176ac
Hotel Royale Jannat	Aramwari Raj Bagh Near Foot Bridge , srinagar, Kashmir	Zero Bridge	Srinagar	Srinagar	Jammu and Kashmir	India	34.0692348	74.8387842	Hotel	null	0	Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup	8	Deluxe Room	15	Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker| Hot / Cold Running Water|Attached Bathroom	6	Tourist Reception Centre|G.B Pant Children Hospital Srinagar|Sher I Kashmir Stadium|Shri Pratap Singh Museum|Jamia Masjid|Kashmir Golf Club|Dastgir Sahib|Gandhi Memorial College|Central University of Kashmir|Shankaracharya Temple|Zero Bridge	11	7	2	0	50	2	4.8	3.8	3.8	3.8	3.8	4.3	3.8	12df822ce40490b48a151bc8ab0ce449
Hotel Rest Inn	9-3-327 to 329, Near Vidya Niketan High School, Regimental Bazar, Station Road, secunderabad	Secunderabad	Hyderabad	Hyderabad	Andhra Pradesh	India	17.43612247	78.50378856	Lodge	null	1	Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Room Service	5	Deluxe Non A/C Room	15	Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Tea Coffee Kettle / Maker|Telephone| Hot / Cold Running Water|TV|Attached Bathroom	9		0	2	0	2	50	2	1	1	1	1	1	1	1	1a65320707f3906b3ddf708554507e06
Hotel Sahil	660/6 Central Market, Shastri nagar, Meerut Cantt	660/6 Central Market, Shastri Nagar, Meerut Cantt	Meerut	Meerut	Uttar Pradesh	India	28.9623322	77.7312005	Hotel	null	1	Doctor on Call|Parking Facilities Available|Front Desk|Room Service	4	standard room	11		0	660/6 Central Market, Shastri Nagar, Meerut Cantt	1	2	0	0	0	0	0	0	0	0	0	0	0	fa07e28f13fe9d8f3c5d5e5fc9754a06
